openalex_id,doi,pmid,label_included,label_abstract_included,method
,https://doi.org/10.1111/jopy.12361,,1,1,
,https://doi.org/10.1111/sode.12179,,1,1,
,https://doi.org/10.1097/DBP.0b013e318208f576,,1,1,
,https://doi.org/10.1002/pits.21778,,1,1,
,https://doi.org/10.1002/jcop.20523,,1,1,
,https://doi.org/10.1016/j.ecresq.2011.02.004,,1,1,
,https://doi.org/10.1037/spq0000249,,1,1,
,https://doi.org/10.1016/j.jad.2018.07.004,,1,1,
,https://doi.org/10.1016/S0022-4405(01)00074-7,,1,1,
,https://doi.org/10.1016/j.appdev.2010.03.005,,1,1,
,https://doi.org/10.1111/cdev.12477,,1,1,
,https://doi.org/10.1016/j.jsp.2013.12.004,,1,1,
,https://doi.org/10.1016/j.jsp.2005.10.001,,1,1,
,https://doi.org/10.1016/j.jsp.2005.10.002,,1,1,
,https://doi.org/10.1080/01443410903494452,,1,1,
,https://doi.org/10.1007/s10763-012-9355-y,,1,1,
,https://doi.org/10.1002/ab.21741,,1,1,
,https://doi.org/10.1002/ijop.12280,,1,1,
,https://doi.org/10.1016/j.lindif.2015.04.012,,1,1,
,https://doi.org/10.1177/1356336X13505188,,1,1,
,https://doi.org/10.3138/jspr.35.1.80,,1,1,
,https://doi.org/10.1080/02667363.2016.1173015,,1,1,
,https://doi.org/10.1080/19404476.2015.11641184,,1,1,
,https://doi.org/10.1016/j.cedpsych.2019.03.006,,1,1,
,https://doi.org/10.1177/0734282918819579,,1,1,
,https://doi.org/10.1002/ajcp.12022,,1,1,
,https://doi.org/10.1016/j.cedpsych.2015.04.002,,1,1,
,https://doi.org/10.1002/rrq.53,,1,1,
,https://doi.org/10.1037/a0038911,,1,1,
,https://doi.org/10.1177/0956797613519111,,1,1,
,https://doi.org/10.1080/17405629.2015.1006125,,1,1,
https://openalex.org/W2897541614,,,1,1,
,https://doi.org/10.1007/s10212-019-00430-y,,1,1,
,https://doi.org/10.3138/jcfs.35.4.591,,1,1,
,https://doi.org/10.1080/08856257.2010.492940,,1,1,
,https://doi.org/10.1111/1467-8624.00366,,1,1,
,https://doi.org/10.1080/20008198.2018.1450042,,1,1,
,https://doi.org/10.12973/eu-jer.7.2.281,,1,1,
,https://doi.org/10.1080/13573322.2019.1666360,,1,1,
,https://doi.org/10.1007/s11136-018-2079-x,,1,1,
,https://doi.org/10.1080/15374416.2011.533409,,1,1,
,https://doi.org/10.1016/j.lindif.2017.01.009,,1,1,
,https://doi.org/10.1080/10409289.2018.1429766,,1,1,
,https://doi.org/10.1007/s11205-015-0873-1,,1,1,
,https://doi.org/10.1016/j.adolescence.2017.12.001,,1,1,
,https://doi.org/10.1002/pits.20152,,1,1,
,https://doi.org/10.1002/pits.10009,,1,1,
,https://doi.org/10.1177/1538192705285472,,1,1,
,https://doi.org/10.1371/journal.pone.0231736,,1,1,
,https://doi.org/10.1080/02796015.2014.12087456,,1,1,
,https://doi.org/10.21277/sw.v2i6.265,,1,1,
,https://doi.org/10.1080/14675986.2013.867603,,1,1,
,https://doi.org/10.1177/10634266030110030401,,1,1,
,https://doi.org/10.1521/scpq.18.3.231.22576,,1,1,
,https://doi.org/10.1024/1010-0652/a000249,,1,1,
,https://doi.org/10.1080/13676261.2011.609537,,1,1,
https://openalex.org/W2134833464,,,1,1,
,https://doi.org/10.1007/s10802-009-9305-5,,1,1,
,https://doi.org/10.1177/0143034313511008,,1,1,
,https://doi.org/10.1080/10409289.2011.569317,,1,1,
,https://doi.org/10.1007/s10984-019-09294-x,,1,1,
,https://doi.org/10.1080/15388220.2019.1644180,,1,1,
,https://doi.org/10.14417/ap.1156,,1,1,
,https://doi.org/10.1002/ab.21446,,1,1,
,https://doi.org/10.1007/s12187-019-09640-8,,1,1,
,https://doi.org/10.1007/s10212-018-0381-1,,1,1,
,https://doi.org/10.1007/s11218-010-9123-1,,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/18229511.0,1,1,
,https://doi.org/10.33225/pec/17.75.599,,1,1,
,https://doi.org/10.32890/mjli.8.2011.7626,,1,1,
,,https://pubmed.ncbi.nlm.nih.gov/26060720.0,1,1,
,https://doi.org/10.1007/s11218-008-9083-x,,1,1,
,https://doi.org/10.1111/j.1746-1561.1999.tb06430.x,,1,1,
,https://doi.org/10.1023/A:1010448604838,,1,1,
,https://doi.org/10.1046/j.1440-172X.2003.00419.x,,1,1,
,https://doi.org/10.1080/0144341032000060101,,1,1,
,https://doi.org/10.1111/j.1440-172X.2006.00583.x,,1,1,
,https://doi.org/10.1037/0022-0167.54.3.320,,1,1,
,https://doi.org/10.1080/21683603.2018.1523030,,1,1,
,https://doi.org/10.1177/0143034316664391,,1,1,
,https://doi.org/10.1086/499709,,1,1,
,https://doi.org/10.1037/a0039937,,1,1,
,https://doi.org/10.1007/s12310-014-9129-5,,1,1,
,https://doi.org/10.1111/josh.12585,,1,1,
,https://doi.org/10.1007/s12310-019-09343-z,,1,1,
,https://doi.org/10.1080/03004430.2020.1718671,,1,1,
,https://doi.org/10.1080/15374410801955912,,1,1,
,https://doi.org/10.1177/1087054705279299,,1,1,
,https://doi.org/10.1016/j.ecresq.2007.04.002,,1,1,
,https://doi.org/10.1016/j.childyouth.2019.01.010,,1,1,
,https://doi.org/10.2989/17280583.2019.1698430,,1,1,
,https://doi.org/10.1007/s11218-005-1365-y,,1,1,
,https://doi.org/10.1007/s11218-020-09569-9,,1,1,
,https://doi.org/10.1080/08856257.2013.830442,,1,1,
,https://doi.org/10.1177/0143034311415784,,1,1,
,https://doi.org/10.1016/j.adolescence.2014.03.008,,1,1,
,https://doi.org/10.1177/0143034315573350,,1,1,
,https://doi.org/10.1016/j.lindif.2011.10.005,,1,1,
,https://doi.org/10.1017/jie.2019.26,,1,1,
,https://doi.org/10.1002/pits.21836,,1,1,
,https://doi.org/10.1353/mpq.0.0055,,1,1,
,https://doi.org/10.1017/S0954579418001499,,1,1,
,https://doi.org/10.1016/j.jsp.2013.08.002,,1,1,
,https://doi.org/10.1037/1045-3830.23.4.496,,1,1,
,https://doi.org/10.1007/s10964-008-9368-6,,1,1,
,https://doi.org/10.1111/bjep.12037,,1,1,
,https://doi.org/10.3102/00028312038002437,,1,1,
,https://doi.org/10.1111/cdev.12832,,1,1,
,https://doi.org/10.1080/09243453.2018.1481871,,1,1,
,https://doi.org/10.1111/1471-3802.12444,,1,1,
,https://doi.org/10.1080/03055698.2019.1584852,,1,1,
,https://doi.org/10.1016/j.lindif.2018.12.006,,1,1,
,https://doi.org/10.1016/j.appdev.2016.08.001,,1,1,
,https://doi.org/10.1016/j.ecresq.2018.12.012,,1,1,
,https://doi.org/10.1007/s10964-019-01048-5,,1,1,
,https://doi.org/10.1080/10409289.2013.744684,,1,1,
,https://doi.org/10.1371/journal.pone.0095290,,1,1,
,https://doi.org/10.1016/j.ssmph.2019.100485,,1,1,
,https://doi.org/10.1123/jtpe.31.3.231,,1,1,
,https://doi.org/10.1177/0165025420935630,,1,1,
,https://doi.org/10.1177/0143034308099203,,1,1,
,https://doi.org/10.13110/merrpalmquar1982.65.2.0232,,1,1,
,https://doi.org/10.1016/j.jsp.2010.08.003,,1,1,
,https://doi.org/10.1017/sjp.2018.37,,1,1,
,https://doi.org/10.1016/j.lindif.2017.11.003,,1,1,
,https://doi.org/10.1353/hsj.2008.0004,,1,1,
,https://doi.org/10.1177/1403494816677116,,1,1,
,https://doi.org/10.1037/a0038540,,1,1,
,https://doi.org/10.1111/cdev.12181,,1,1,
,https://doi.org/10.1080/10409280902895097,,1,1,
,https://doi.org/10.1016/j.appdev.2019.10107,,1,1,
,https://doi.org/10.1002/pits.20607,,1,1,
,https://doi.org/10.1111/j.1467-8624.2007.01119.x,,1,1,
,https://doi.org/10.1016/j.chiabu.2012.10.010,,1,1,
,https://doi.org/10.1007/s10964-014-0145-4,,1,1,
,https://doi.org/10.1080/17405629.2016.1215980,,1,1,
,https://doi.org/10.1353/mpq.2012.0014,,1,1,
,https://doi.org/10.1002/pits.21640,,1,1,
,https://doi.org/10.1007/s40688-016-0089-7,,1,1,
,https://doi.org/10.1080/15388220.2011.602614,,1,1,
,https://doi.org/10.5539/jel.v7n6p124,,1,1,
,https://doi.org/10.1016/j.lindif.2015.08.014,,1,1,
,https://doi.org/10.1111/bjep.12253,,1,1,
,https://doi.org/10.1177/0143034318809762,,1,1,
,https://doi.org/10.1007/s11205-015-1021-7,,1,1,
,https://doi.org/10.1016/j.adolescence.2015.09.003,,1,1,
,https://doi.org/10.1007/s10902-018-9974-2,,1,1,
,https://doi.org/10.1177/0143034300212006,,1,1,
,https://doi.org/10.1111/j.1467-9507.2011.00604.x,,1,1,
,https://doi.org/10.1007/s10802-013-9776-2,,1,1,
,https://doi.org/10.1016/j.ijer.2016.06.003,,1,1,
,https://doi.org/10.1016/j.psyneuen.2016.09.018,,1,1,
,https://doi.org/10.3390/ijerph16091577,,1,1,
,https://doi.org/10.1080/17408989.2015.1112776,,1,1,
,https://doi.org/10.1177/0022219417708172,,1,1,
,https://doi.org/10.1007/s10964-005-4313-4,,1,1,
,https://doi.org/10.1080/13632752.2014.931018,,1,1,
,https://doi.org/10.1080/14616734.2012.672263,,1,1,
,https://doi.org/10.1080/00313831.2019.1639816,,1,1,
,https://doi.org/10.1037/a0026879,,1,1,
,https://doi.org/10.17105/SPR-2017-0153.V48-3,,1,1,
,https://doi.org/10.1080/01443410500342500,,1,1,
,https://doi.org/10.1177/0143034318805517,,1,1,
,https://doi.org/10.1016/j.jsp.2016.09.003,,1,1,
,https://doi.org/10.1002/pits.21922,,1,1,
,https://doi.org/10.3389/fpsyg.2019.01282,,1,1,
,https://doi.org/10.1177/073428290302100303,,1,1,
,https://doi.org/10.1348/000709909X484479,,1,1,
,https://doi.org/10.1111/sode.12358,,1,1,
,https://doi.org/10.1016/j.cedpsych.2010.03.002,,1,1,
,https://doi.org/10.1016/j.cedpsych.2016.11.002,,1,1,
,https://doi.org/10.1037/edu0000239,,1,1,
,https://doi.org/10.1037/edu0000049,,1,1,
,https://doi.org/10.1016/j.cedpsych.2018.11.005,,1,1,
,https://doi.org/10.1007/s10964-017-0774-5,,1,1,
,https://doi.org/10.1016/j.ecresq.2018.12.009,,1,1,
,https://doi.org/10.1080/10409289.2011.628270,,1,1,
,https://doi.org/10.1177/1073191114534886,,1,1,
,https://doi.org/10.1080/00220973.2015.1094648,,1,1,
,https://doi.org/10.1186/s12889-015-2391-0,,1,1,
,https://doi.org/10.1093/deafed/ens021,,1,1,
,https://doi.org/10.1111/josh.12129,,1,1,
,https://doi.org/10.1016/j.childyouth.2020.104762,,1,1,
,https://doi.org/10.1016/j.chb.2016.07.053,,1,1,
,https://doi.org/10.1007/s40299-014-0198-x,,1,1,
,https://doi.org/10.1007/s10763-018-9921-z,,1,1,
,https://doi.org/10.1002/pits.22295,,1,1,
,https://doi.org/10.1016/j.paid.2019.109706,,1,1,
,https://doi.org/10.1177/0165025420915527,,1,1,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1080/09669760.2013.771325,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1111/j.1467-9604.2009.01404.x,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1007/s11412-016-9244-4,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1007/s40593-016-0100-5,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1080/13540602.2016.1158958,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1080/08856250802387380,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1080/13540600601029652,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1007/BF03173140,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1016/j.learnins,,0,0,
,,,0,0,
,https://doi.org/10.1037/a0037252,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1080/09500782.2015.1070860,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1111/j.1471-3802.2011.01196.x,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1016/j.a,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1108/HE-06-2013-0023,,0,0,
,,,0,0,
,https://doi.org/10.1177/0038040717720981,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1080/10409280802231021,,0,0,
,,,0,0,
,https://doi.org/10.1007/s10984-013-9125-y,,0,0,
,,,0,0,
,https://doi.org/10.1080/07370008.2013.857319,,0,0,
,https://doi.org/10.1080/17408989.2014.882889,,0,0,
,https://doi.org/10.3102/0091732X17690498,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1007/s10212-015-0264-7,,0,0,
,,,0,0,
,https://doi.org/10.1080/03004430.2015.1028386,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1007/s10643-016-0790-1,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1353/e,,0,0,
,https://doi.org/10.1086/687813,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1348/2044-8279.002003,,0,0,
,https://doi.org/10.1002/,,0,0,
,,,0,0,
,https://doi.org/10.1080/10409289.2013.770636,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1086/605768,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1080/03004430.2013.772991,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1080/13573322.2014.997694,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1207/s15374424jcc,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1007/s10639-012-9216-x,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1111/lang.12181,,0,0,
,,,0,0,
,https://doi.org/10.1080/03004279.2014.952756,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1037/a0014305,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1016/j.,,0,0,
,https://doi.org/10.1080/02568543.2011.533115,,0,0,
,https://doi.org/10.1007/s10212-013-0191-4,,0,0,
,,,0,0,
,https://doi.org/10.1016/j.ecresq.2011.07.005,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1016/j.adolescence.2008.04.005,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1007/s10802-010-9468-0,,0,0,
,https://doi.org/10.1016/j.,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1016/j.lindif.2011.08.005,,0,0,
,,,0,0,
,https://doi.org/10.1080/03004430.2014.940931,,0,0,
,https://doi.org/10.1080/15240754.2011.623798,,0,0,
,https://doi.org/10.1086/676947,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1177/1474904115571793,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1007/s10826-012-9595-z,,0,0,
,https://doi.org/10.1002/,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1016/j.js,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1007/s10643-010-0426-9,,0,0,
,,,0,0,
,https://doi.org/10.1080/03004430.2014.919496,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1177/1098214010368426,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1080/10409289.2016.1246287,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1016/j.learnins,,0,0,
,,,0,0,
,https://doi.org/10.1080/13540600802661345,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1007/s12564-011-9193-6,,0,0,
,https://doi.org/10.1080/09518398.2015.1017855,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1080/00131880500498438,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1016/j.ecresq.2010.04.005,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1080/01411920802041905,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.3200/GNTP.166.3.297-312,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1007/s10802-007-9179-3,,0,0,
,,,0,0,
,https://doi.org/10.1177/0165025415579455,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1007/s13158-016-0171-3,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1007/s10643-011-0466-9,,0,0,
,,,0,0,
,https://doi.org/10.1016/j.learnins,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1080/01443410903218844,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1177/1098300716679137,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1016/j.a,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.15700/saje.v37n1a1250,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1080/15348431.2013.849601,,0,0,
,https://doi.org/10.1002/,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1037/a0014695,,0,0,
,,,0,0,
,https://doi.org/10.1177/0165025413512064,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1177/0014402915585564,,0,0,
,https://doi.org/10.1097/IYC.0b013e3181f27769,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1002/berj.3181,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1080/15374416.2012.656555,,0,0,
,,,0,0,
,https://doi.org/10.1080/14703290701757450,,0,0,
,,,0,0,
,https://doi.org/10.1086/669616,,0,0,
,https://doi.org/10.1177/0272431614537117,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1080/10986060701854482,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1080/13540602.2015.1058590,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1080/13573322.2015.1005068,,0,0,
,https://doi.org/10.1080/09500693.2016.1213457,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.2190/DE.40.4.e,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1007/s10643-012-0539-4,,0,0,
,,,0,0,
,https://doi.org/10.1016/j.a,,0,0,
,https://doi.org/10.1080/03069885.2014.896452,,0,0,
,https://doi.org/10.1007/s11218-016-9360-z,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1016/j.ecresq.2008.12.003,,0,0,
,https://doi.org/10.1080/10409289.2010.497453,,0,0,
,https://doi.org/10.1111/cdev.12342,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1080/13540602.2012.696048,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1016/j.,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1016/j.,,0,0,
,,,0,0,
,,,0,0,
,https://doi.org/10.1037/s,,0,0,
,,,0,0,
,,,0,0,
